New Folio No. ,Entry No.,Entry Part,Person - Title,Person - First name,Person - Last Name - Prefix,Person - Last Name - as written,Person -  Qualification,Person - further description,Person - place of residence - as written,Role - role in entry,Role - associated place - as written,Role - associated place - type,Occupation 1  - employment,Status 1  - office,Status 1 - associated place - as written,Status 1 - associated place - standard,Status 1 - associated place - type,Status 2 - office,Status 2 - associated place - as written,Status 2 - associated place - type,Status 3 - office,Status 3 - Place - as written,Status 3 - Place - Type,Status 4,Status 4 - place - as written,Status 4 - place - type,Status 5,Status 5 - place - as written,Status 5 - place - type,Status 6,Status 6 - place - as written,Status 6 - place - type
113 r - 113 r,1494,,,,,,,,,recipients,,,,convent,sancti clementis prope Ebor',,house,,,,,,,,,,,,,,,
113 r - 113 r,1495,,,[Alexander],,,,,,[payee],,,,[archbishop],,,,,,,,,,,,,,,,,,
113 r - 113 r,1495,,,William,de,Walworth,,,,recipient,,,,poor scholar,Ebor',,grammar school,,,,,,,,,,,,,,,
113 r - 113 r,1496,,,[Alexander],,,,,,[payee],,,,[archbishop],,,,,,,,,,,,,,,,,,
113 r - 113 r,1496,,,Robert,,Dart,,,,recipient,,,,gaoler,Ebor',,archbishop's gaol,,,,,,,,,,,,,,,
113 r - 113 r,1497,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
113 r - 113 r,1497,,,Thomas,,,,,,addressee,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
113 r - 113 r,1497,,,Richard II,,,,,,sender,,,,king,,,,,,,,,,,,,,,,,,
113 r - 113 r,1497,,,Alexander,,,,,,addressee,,,,archbishop,,,,,,,,,,,,,,,,,,
113 r - 113 r,1498,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
113 r - 113 r,1498,,,Thomas,,,,,,addressee,,,,bishop,Karleolen',,diocese,,,,,,,,,,,,,,,
113 r - 113 r,1498,,,Richard II,,,,,,sender,,,,king,,,,,,,,,,,,,,,,,,
113 r - 113 r,1498,,,Alexander,,,,,,addressee,,,,archbishop,,,,,,,,,,,,,,,,,,
113 r - 113 v,1499,,,William,de,Skipwyth,,,,presiding,,,,justice of assize,com Ebor',,Yorkshire,,,,,,,,,,,,,,,
113 r - 113 v,1499,,,William,de,Wychyngham,,,,presiding,,,,justice of assize,com Ebor',,Yorkshire,,,,,,,,,,,,,,,
113 r - 113 v,1499,,,Simon,,Warde,,,,,,,chivaler,,,,,,,,,,,,,,,,,,,
113 r - 113 v,1499,,,William,de,Eltoft,,,,,,,,,,,,,,,,,,,,,,,,,,
113 r - 113 v,1499,,,Adam,del,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,
113 r - 113 v,1499,,,Thomas,,Spenser,,,,,,,,,,,,,,,,,,,,,,,,,,
113 r - 113 v,1499,,,John,,,,,,lord,,,,archbishop,Ebor',,diocese,,,,,,,,,,,,,,,
113 r - 113 v,1499,,,John,de,Eltoft,,,,,,,,,,,,,,,,,,,,,,,,,,
113 r - 113 v,1499,,,John,de,Sadyngton',,,,archbishop's attorney,,,,,,,,,,,,,,,,,,,,,,
113 v - 113 v,1500,,,Alexander,,,,,,sender,,,,archbishop,,,,new official,,,,,,,,,,,,,,
113 v - 113 v,1500,,Master,William,de,Farnham,,,,addressee,,,,rector,Walkynton',,church,,Dunelm',diocese,,,,,,,,,,,,
113 v - 113 v,1500,,,Thomas,,,,,,former bishop,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
113 v - 113 v,1501,,,Alexander,,,bachelor in theology,,,sender,,,,archbishop,,,,new vicar-general,,,,,,,,,,,,,,
113 v - 113 v,1501,,Master,William,de,Denby,,,,addressee,,,,master,Gretham,,house,,Dunelm',diocese,,,,,,,,,,,,
113 v - 113 v,1502,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
113 v - 113 v,1502,,,,,,,,,addressee,,,,prior,Dunelm',,cathedral church,,,,,,,,,,,,,,,
113 v - 113 v,1502,,,,,,,,,addressees,,,,chapter,Dunelm',,cathedral church,,,,,,,,,,,,,,,
114 r - 114 r,1503,,,Thomas,,[Hatfield],,,,testator,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Sir,Thomas,de,Wodestoke,,,,legatee,,,,earl,Bukyngham,,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,,John,de,Popham,,testator's nephew,,legatee,,,,executor,,,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Sir,William,de,Wyndesore,,,,testator's debtor,,,knight,,,,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,,Alice,,Perers,,wife,,testator's debtor,,,,,,,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Sir,John,,,sacre pagine professorem,,,executor,,,,bishop,Herforden',,diocese,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Brother,Thomas,de,Stubbes,,order??,,executor,,,,,,,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,,William,de,Walleworth,,,,executor,,,,mayor,London',,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Sir,John,de,Henlee,,,,executor,,,,treasurer,,,archbishop's house,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Master,John,,Maundour,,,,executor,,,,chancellor,,,archbishop's house,,,,,,,,,,,,,,,
114 r - 114 r,1503,,,John,,Rouse,,,,executor,,,,citizen,London',,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Sir,John,,Attelee,,,,executor,,,,,,,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Sir,William,de,Brantyngham,,,,executor,,,,dean,Langchestr',,,subscriber,,,,,,,,,,,,,,
114 r - 114 r,1503,,Master,William,,Mundy,,,,to draw up will,,,,notary public,,,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Sir,Nicholas,,Dagworth,,,,witness,,,knight,,,,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,,William,,Plays,,,,witness,,,,esquire,Ebor',,diocese,,,,,,,,,,,,,,,
114 r - 114 r,1503,,,John,,Bathre/Bachre,,,,witness,,,,esquire,Lincoln',,diocese,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Master,Gilbert,de,Avinion',,,,witness,,,medico,,,,,,,,,,,,,,,,,,,
114 r - 114 r,1503,,Sir,Thomas,atte,Coke,,,,witness,,,,rector,"Elmesete, Norwycen' dioc'",,church,,,,,,,,,,,,,,,
114 r - 114 r,1503,,,John,,Philippe,,,,witness,,,,,London',,diocese,,,,,,,,,,,,,,,
114 r - 114 r,1503,,,John,de,Middilham,,,,witness,,,,,Ebor',,diocese,,,,,,,,,,,,,,,
114 r - 114 r,1504,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
114 r - 114 r,1504,,,Thomas,de,Haytefeld,,,,testator,,,,former bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
114 r - 114 r,1504,,Master,John,,Maundour,,,,executor,,,,executor's proctor,,,,,,,,,,,,,,,,,,
114 r - 114 r,1504,,,John,,Popham,,,,executor,,,,,,,,,,,,,,,,,,,,,,
114 r - 114 v,1505,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
114 r - 114 v,1505,,Master,William,de,Denby,,,,addressee,,,,vicar-general,Dunelm',,diocese,,,,,,,,,,,,,,,
114 r - 114 v,1505,,,Thomas,de,Gretham,,,,addressee,,,,rector,Byton',,church,,,,,,,,,,,,,,,
114 r - 114 v,1505,,,Roger,de,Pykryng',,,,addressee,,,,notary public,,,,,,,,,,,,,,,,,,
114 v - 114 v,1506,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
114 v - 114 v,1506,,Master,William,de,Denby,,,,addressee,,,,vicar-general,Dunelm',,diocese,,,,,,,,,,,,,,,
114 v - 114 v,1506,,,Thomas,de,Gretham,,,,addressee,,,,rector,Biton',,church,notary public,,,,,,,,,,,,,,
114 v - 114 v,1506,,,Roger,de,Pikeryng',,,,addressee,,,,rector,Holme,,church,,,,,,,,,,,,,,,
114 v - 114 v,1507,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
114 v - 114 v,1507,,Master,William,de,Denby,,,,addressee,,,,vicar-general,Dunelm',,diocese,,,,,,,,,,,,,,,
114 v - 114 v,1507,,,William,de,Farnham,,,,addressee,,,,"official, court",Dunelm',,diocese,,,,,,,,,,,,,,,
114 v - 114 v,1507,,,Richard II,,,,,,grantor,,,,,,,,,,,,,,,,,,,,,,
114 v - 114 v,1507,,,Hugh,,Herll,,,,grantee,,,clerk,warden,Kiper,,hospital,,,,,,,,,,,,,,,
114 v - 114 v,1508,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
114 v - 114 v,1508,,Master,John,,Derby,,,,addressee,,,,archdeacon,Northumbr',,archdeaconry,,,,,,,,,,,,,,,
114 v - 114 v,1508,,,Hugh,,Herll,,,,new warden,,,,warden,Kiper,,hospital,,,,,,,,,,,,,,,
114 v - 114 v,1509,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
114 v - 114 v,1509,,,,,,,,,addressee,,,,prior provincial,sancti augustini,,order,,,,,,,,,,,,,,,
114 v - 114 v,1509,,,,,,,,,addressees,,,,brothers,sancti augustini,,order,,,,,,,,,,,,,,,
114 v - 114 v,1509,,Sir,Thomas,de,Bello Campo,,,,promoter,,,,earl,Warwici,,,,,,,,,,,,,,,,,
114 v - 114 v,1510,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
114 v - 114 v,1510,,Brother,Robert,,Walworth,,,,addressee,,,,prior,Dunelm',,cathedral church,,,,,,,,,,,,,,,
115 r - 115 r,1511,,,Urban VI,,,,,,sender,,,,pope,,,,,,,,,,,,,,,,,,
115 r - 115 r,1511,,,Alexander,,,,,,addressee,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
115 r - 115 r,1511,,,Thomas,,,,,,former bishop,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
115 r - 115 r,1511,,,John,,Fordam,,,,bishop elect,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,William,de,Latymer/Latimer,,,,testator,,,,,,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,,,,,,,legatee,,,,prior,Gisburn',,priory,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,Robert,de,Bolton',,,,,,,,,,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,Elisabet,,,,testator's daughter,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,Dame,Maud,,Longespeae,,,,former owner of item bequeathed,,,,countess,Salisbirs,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,,,,,testator's wife,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,Henry,,,,,,supervisor,,,,bishop,Wircestre,,diocese,,,,,,,,,,,,,,,
115 r - 115 r,1512,,Brother,Robert,,Hales,,,,supervisor,,,,prior,Saint John de Jerusalem,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,Richard,,Ravenser,,,,supervisor,,,,archdeacon,Nichole,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,Robert,,Crull,,,,executor,,,,canon,deverwyk',,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,John,,Holt,,,,executor,,,,,,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,Henry,de,Medbourne,,,,executor,,,,,,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,William,de,Lutton',,,,executor,,,,,,,,,,,,,,,,,,,,,,
115 r - 115 r,1512,,,Thomas,de,Kerdyngton',,,,executor,,,,,,,,,,,,,,,,,,,,,,
115 v - 115 v,1513,,,William,de,Latimer,,,,testator,,,,,,,,,,,,,,,,,,,,,,
115 v - 115 v,1513,,,Henry,,,,,,grantee of manors,,,,bishop,Wircestre,,diocese,,,,,,,,,,,,,,,
115 v - 115 v,1513,,,Richard,,,,,,grantee of manors,,,,earl,aroundell,,,,,,,,,,,,,,,,,
115 v - 115 v,1513,,Lord,,de,Nevill,,,,new feoffee,,,,,,,,,,,,,,,,,,,,,,
115 v - 115 v,1513,,,Thomas,,Camoys,,testator's cousin,,heir,,,,,,,,,,,,,,,,,,,,,,
115 v - 115 v,1513,,Sir,Thomas,de,Burton',,,,heir,,,,,,,,,,,,,,,,,,,,,,
115 v - 115 v,1513,,,Edward III,,,,,,former king,,,,,,,,,,,,,,,,,,,,,,
115 v - 115 v,1513,,,Robert,de,Bolton',,,,,,,,,,,,,,,,,,,,,,,,,,
115 v - 115 v,1513,,,Laurence,,Trussel,,testator's cousin,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v- 115 v,1514,,,[William],[de],[Latimer],,,,testator,,,,,,,,,,,,,,,,,,,,,,
115 v- 115 v,1514,,,Simon,,,,,,presiding,,,,archbishop,Cantuar',,archdiocese,,,,,,,,,,,,,,,
115 v- 115 v,1514,,Sir,Henry,de,Medburne,,,,executor,,,chaplain,,,,,,,,,,,,,,,,,,,
115 v- 115 v,1514,,,Thomas,de,Kerdyngton',,,,executor,,,clerk,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Henry,,Snayth,,,,testator,,,clerk,,,,,legatee,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,John,de,Bokyngham,,,,mentioned,,,,bishop,Lincoln',,diocese,,,,executor,,,,,,,,,,,
115 v - 116 r,1515,,,Edward III,,,,,,mentioned,,,,king,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Brother,John,de,Goldale,,,,mentioned,,,,former monk,Selby,,abbey,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,,,,,,,legatee,,,,abbot,Selby,,abbey,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,Richard,de,Chesterfeld,,,,legatee,,,,executor,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Master,Walter,de,Skyrlowe,,,,legatee,,,,executor,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Thomas,,Hervy,,,,legatee,,,,executor,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,John,,Holt,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Roger,,Perwyche,,,,legatee,,,,executor,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,Peter,de,Hordon'/Horndon',,,,legatee,,,,executor,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Liard,de,Watton,,white horse,,legacy,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,John,,Bankwell/Bankewell,,,,legatee,,,,executor,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Richard,,Lely,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Amy,,[Lely],,legatee's wife,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,Nicholas,,Bayser ,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,John,,Elmsale,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Walter,,cocus,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Edmund,,Pincerna,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,John,,Kent,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,William,de,coquina,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Robert,,Barbour,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Briggef,,cocus,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,John,,Ward,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,William,de,Ronkisburgh,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,Robert,de,Sekyngdon',,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,Walter,de,Aldburi,,,,distributor of legacy,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,William,de,Risceby/Rischeby,,testator's cousin/kinsman (cognate mee),,legatee,,,,executor,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Matilda,,Crake,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,John,,Crake,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Alan,,Risceby,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Alan,,Crake,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,John,,Riscebi,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Radulphus,,Risceby,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Isabell,[de],Risceby,,daughter of William de Risceby,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,John,,Depyng,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,John,,Ask',,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,William,,Tapton',,,,legatee,,,chaplain,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,William,de,Hedon',,,,legatee,,,,chaplain,Beverl',,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Beatrice,de,Langford,,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Margaret,de,Clopton',,,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Agnes,,,,daughter of Agnes Coppyndale,,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Agnes,,Coppyndale,,mother of legatee,,mentioned,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Master,Nicholas,,Long',,,,keeper of legacy,,,,executor,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,Joan,,,,acquaintance [mulieri de cognitione] of John Denton,acquaintance [mulieri de cognitione] of John Denton,legatee,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,,John,,Denton,,,,mentioned,,,,,,,,,,,,,,,,,,,,,,
115 v - 116 r,1515,,Sir,Richard,de,Ravens',,,,executor,,,,,,,,,,,,,,,,,,,,,,
116 v - 116 v,1516,,Brother,William,de,Kelstern',,,,admitted,,,,"monk, Augustinian",Hull,,house,,,,,,,,,,,,,,,
116 v - 116 v,1517,,Brother,Thomas,de,Paddelay,,,,admitted,,,,"monk, Carmelite",,,,,,,,,,,,,,,,,,
116 v - 116 v,1518,,,John,,,,,,sender,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
116 v - 116 v,1518,,,Alexander,,,,,,addressee,,,,archbishop,,,,,,,,,,,,,,,,,,
116 v - 116 v,1518,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
116 v - 116 v,1518,,,John,,,,,,addressee,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
116 v - 116 v,1518,,,William,de,Lynton,,,,exchanger,,,,prebendary/portioner,beati cuthberti de Derlyngton',,prebendal or collegiate church,,,,,,,,,,,,,,,
116 v - 116 v,1518,,Master,Robert,de,Dalton',,,,exchanger,,,,warden,beate marie magdalone Ripon',,hospital,,,,,,,,,,,,,,,
116 v - 116 v,1519,,,Alexander,,,,,,sender,,,,archbishop,,,,,,,,,,,,,,,,,,
116 v - 116 v,1519,,Sir,John,de,Seggefeld,,,,addressee,,,,precentor,Ripon',,church,,,,,,,,,,,,,,,
116 v - 116 v,1519,,Master,Robert,de,Dalton',,,,former warden,,,,warden,"beate marie magdal', Ripon'",,hospital,prebendary,,,,,,,,,,,,,,
116 v - 116 v,1519,,,William,,Lynton,,,,new warden,,,,warden,"beate marie magdal', Ripon'",,hospital,,"sancti Cuthberti, Derlynton'",collegiate church,,,,,,,,,,,,
116 v - 116 v,1520,,,Peter,de,Malo lacu,, sextus,,testator,,,,,,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,Sir,Henry,de,Percy,,,,grantee,,,,,,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,,Roger,de,Clifford,,,,grantee,,,,,,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,,Richard,de,Ravenser,,,,grantee,,,,archdeacon,Lincoln',,,executor,,,,,,,,,,,,,,
116 v - 116 v,1520,,,John,de,Hotham,,,,grantee,,,chivaler,payer,,,,payer,,,,,,,,,,,,,,
116 v - 116 v,1520,,,William,de,Ake,,,,grantee,,,,parson,Lokynton',,,,,,executor,,,,,,,,,,,
116 v - 116 v,1520,,Dame,Margaret,de,Malo lacu,,testator's mother,,mentioned,,,,,,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,Sir,Thomas,de,Percy,,senior,,payer,,,chivaler,executor,,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,,Thomas,de,Metham,,,,payer,,,chivaler,executor,,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,,Roger,de,Wyntryngham,,,,payer,,,clerk,executor,,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,,Hugh,de,Ardern',,,de Driffeld,payer,,,,executor,,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,,,,,,,,annuitant,,,,abbess,Dennay,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,,Constance,,,,testator's wife,,legatee,,,,executrix,,,,,,,,,,,,,,,,,,
116 v - 116 v,1520,,,Radulphus,de,Bulmer,,,,minor,,,,,,,,,,,,,,,,,,,,,,
117 r - 117 r,1521,,,Alexander,,,,,,presiding,,,,archbishop,,,,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Sir,John,de,Fordham,,,,new bishop,,,,bishop,Dunelm',,diocese,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Brother,John,de,Shirburn',,,,witness,,,,abbot,Selby,,abbey,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Master,John,de,Clifford,,,,witness,,,,treasurer,,,,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Master,John,de,Waltham,,,,witness,,,,canon,Ebor',,church,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Master,Robert,,Manfeld,doctor of laws,,,witness,,,,provost,Beverlaci,,church,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Master,Richard,de,Conyngston',,,,witness,,,,official of court,Ebor',,,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Sir,John,de,Nevill,,,,witness,,,,lord,de Nevill,,,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Sir,John,,Marmyon',,,,witness,,,knight,,,,,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Sir,John,,Bigot,,,,witness,,,knight,,,,,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Master,John,,Herll',,,,witness,,,,notary public,,,,,,,,,,,,,,,,,,
117 r - 117 r,1521,,Master,Robert,de,Scampston',,,,witness,,,,notary public,,,,,,,,,,,,,,,,,,
117 r - 117 r,1522,,[Sir],[John],[de],[Fordham],,,,new bishop,,,,bishop,[Dunelm'],,[diocese],,,,,,,,,,,,,,,
117 r - 117 r,1522,,,John,de,Scardeburgh,,,,subscriber,,,notary public,clerk,Ebor',,diocese,,,,,,,,,,,,,,,
117 r - 117 r,1523,,[Sir],[John],[de],[Fordham],,,,new bishop,,,,bishop,[Dunelm'],,[diocese],,,,,,,,,,,,,,,
117 r - 117 r,1523,,,John,de,Herle,,,,subscriber,,,notary public,clerk,Dunelmen',,diocese,,,,,,,,,,,,,,,
117 r - 117 r,1524,,[Sir],[John],[de],[Fordham],,,,new bishop,,,,bishop,[Dunelm'],,[diocese],,,,,,,,,,,,,,,
117 r - 117 r,1524,,,Robert,de,Scampston',,notary public,,subscriber,,,,clerk,Eboracen',,diocese,[patron],,,,,,,,,,,,,,
117 r - 117 r,1524,,,Radulphus,,,,,,sender,,,,baron,Graystok',,barony,,[Graystok'],[hospital],,,,,,,,,,,,
117 v - 117 v,1525,,,Alexander,,,,,,addressee,,,,archbishop,,,,,,,,,,,,,,,,,,
117 v - 117 v,1525,,,Gilbert,,Bowet,,,,new master,,,,master,Graystok',,college,[patron],,,,,,,,,,,,,,
117 v - 117 v,1526,,,Radulphus,,,,,,sender,,,,baron,Graystok',,barony,,[Graystok'],[hospital],,,,,,,,,,,,
117 v - 117 v,1526,,,Alexander,,,,,,addressee,,,,archbishop,,,,chantry chaplain,,,,,,,,,,,,,,
117 v - 117 v,1526,,Sir,John,,Lake,,,,chantry chaplain,,,,chaplain,Lichefeld,,diocese,chantry chaplain,"cantar' altaris beate marie virginis, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1526,,Sir,Thomas,,Chaumberlayn',,,,chantry chaplain,,,,chaplain,Norwic',,diocese,chantry chaplain,"cantar' altaris beate marie virginis, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1526,,Sir,John,,Alne,,,,chantry chaplain,,,,priest,Ebor',,diocese,chantry chaplain,"cantar' sancti Johannis Baptiste, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1526,,Sir,Richard,,Barnell,,,,chantry chaplain,,,,priest,Lincoln',,diocese,chantry chaplain,"cantar' altaris sancte Katerine, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1526,,Sir,Robert,,Neuton',,,,chantry chaplain,,,,priest,Lichefeld,,diocese,chantry chaplain,"cantar' altaris sancti Thome martiris, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1526,,Sir,John,,Harum,,,,chantry chaplain,,,,chaplain,Ebor',,diocese,,"cantaria' altaris sancti Johannis Evangeliste, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1527,,,Alexander,,,,,,sender,,,,archbishop,,,,chantry chaplain,,,,,,,,,,,,,,
117 v - 117 v,1527,,Sir,John,,Lake,,,,chaplain,,,,chaplain,Lichefeld,,diocese,,"cantar' altaris beate marie virginis, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1527,,,Radulphus,,,,,,patron,,,,baron,Graystok',,barony,,,,,,,,,,,,,,,
117 v - 117 v,1528,,,Alexander,,,,,,sender,,,,archbishop,,,,chantry chaplain,,,,,,,,,,,,,,
117 v - 117 v,1528,,Sir,Thomas,,Chaumberlayn',,,,chaplain,,,,chaplain,Norwyc',,diocese,,"cantar' altaris beate marie virginis, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1528,,,Radulphus,,,,,,patron,,,,baron,Graystok',,barony,,,,,,,,,,,,,,,
117 v - 117 v,1529,,,Alexander,,,,,,sender,,,,archbishop,,,,chantry chaplain,,,,,,,,,,,,,,
117 v - 117 v,1529,,Sir,John,,Alne,,,,chantry chaplain,,,,chaplain,Ebor',,diocese,,"cantar' sancti Johannis Baptiste, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1529,,,Radulphus,,,,,,patron,,,,baron,Graystok',,barony,,,,,,,,,,,,,,,
117 v - 117 v,1530,,,Alexander,,,,,,sender,,,,archbishop,,,,chantry chaplain,,,,,,,,,,,,,,
117 v - 117 v,1530,,Sir,Richard,,Barnell,,,,chantry chaplain,,,,chaplain,Lincoln',,diocese,,"cantar' altaris sancte Katerine, Graystok'",college,,,,,,,,,,,,
117 v - 117 v,1530,,,Radulphus,,,,,,patron,,,,baron,Graystok',,barony,,,,,,,,,,,,,,,
117 v - 117 v,1531,,,Alexander,,,,,,sender,,,,archbishop,,,,chantry chaplain,,,,,,,,,,,,,,
